日付,原水温度 (℃),1段目ROﾓｼﾞｭｰﾙ入口圧力 (MPa),1段目ROﾓｼﾞｭｰﾙ出口圧力 (MPa),1段目ROﾓｼﾞｭｰﾙ差圧 (MPa),1段目透過水水質 (mS/m),1段目透過水温度 (℃),1段目透過水水量 (L/min),濃縮水排水量 (L/min),1段目ﾘﾀｰﾝ水量 (L/min),原水回収率 (%),ﾎﾟﾝﾌﾟ周波数(P2) (Hz),TF,RO膜交換
2002/12/6,26.16944737,0.622357825,0.573473971,0.022613081,0.166118475,23.92420105,31.07159933,15.46361323,31.85160279,63.0401114,50.49072808,0.84477212,-0.040144332
2002/12/7,27.30095825,0.580739756,0.658006513,0.025832512,0.150063299,27.32396776,31.06794003,15.62589265,31.95514858,67.59362446,50.26275408,0.688641434,-0.014102034
2002/12/8,26.43667306,0.524618311,0.343404449,0.036397422,0.181789456,28.69892416,29.64558042,15.86118094,29.52017682,66.4591415,50.82922359,1.202870546,0.036990638
2002/12/9,23.50011236,0.521378144,0.536088884,0.021320593,0.216663476,21.74004006,29.44888667,14.56608323,29.07949957,66.0411161,53.767709,0.862127103,-0.009225069
2002/12/10,28.42224286,0.49886545,0.499116758,0.022531491,0.169782597,28.2345205,30.00806749,15.70017568,30.48529344,68.25157107,45.25973062,0.949375838,-0.016395985
2002/12/11,25.20449117,0.530929183,0.484798818,0.027535427,0.205079574,29.35208174,29.12967008,15.3452367,31.51720982,64.21721481,55.50128565,0.961855431,0.009425399
2002/12/12,22.90928699,0.665216356,0.596988423,0.030579904,0.163191253,27.7149868,30.23894827,15.19165099,30.55269056,66.42220665,49.58395856,1.189826451,0.00120876
2002/12/13,25.34624586,0.563978027,0.672884958,0.036846202,0.180654288,26.74060482,29.47524826,14.12760592,28.69455406,64.749233,50.2947385,0.864066078,-0.020059753
2002/12/14,29.51171106,0.447171017,0.543483135,0.028891596,0.190686008,26.50534859,30.84659209,15.38133209,28.35330795,67.40563745,53.96023259,1.015680876,0.02746392
2002/12/15,28.106854,0.77007414,0.578441724,0.026998711,0.176613299,26.38181172,29.65584879,15.4098312,27.41223232,62.67980801,52.07796987,1.053422306,0.038063218
2002/12/16,25.51784873,0.620093938,0.569032719,0.031114224,0.171392943,24.38337808,28.81139882,15.33501431,29.87485539,67.64832773,51.89128328,0.772508274,0.042901754
2002/12/17,25.51654098,0.441250292,0.557422833,0.031822228,0.189866927,25.41671225,31.07583664,15.60318728,30.68616771,67.58051755,53.74228711,0.758583891,0.017607058
2002/12/18,25.57619295,0.541198266,0.444822908,0.031695327,0.210893412,25.9898673,30.19867897,15.8679646,30.89714754,64.81653607,50.06850425,0.871660197,-0.020292207
2002/12/19,30.75557541,0.598441132,0.671621747,0.028924174,0.182188723,27.11127532,30.08756475,14.25651305,31.68444326,66.43876744,52.89151869,1.013654865,-0.037057698
2002/12/20,27.09557525,0.763489902,0.587699164,0.020971318,0.167453624,25.69322878,30.85501033,15.04877072,32.3048702,64.85177154,47.21434786,0.994817848,-0.069172326
2002/12/21,27.19946207,0.472198088,0.597986191,0.025614192,0.173341345,25.03252394,30.69448527,15.70720944,26.91301562,67.03111672,51.58523293,0.959926391,0.032168487
2002/12/22,28.49570284,0.688039016,0.474009626,0.036076676,0.222229231,28.47848064,29.51771266,15.00229681,30.27382471,67.67491276,51.96108639,1.074191147,0.006801654
2002/12/23,26.78644639,0.731892277,0.509847852,0.030557865,0.179199294,27.65521482,29.74253876,16.1060282,30.33896838,64.68213518,53.48289842,0.850661275,-0.011756861
2002/12/24,25.71136427,0.521852161,0.539060699,0.028277349,0.166039859,25.73043052,29.26476833,15.32463164,29.36983885,64.20372432,52.34142768,0.952304148,-0.057568518
2002/12/25,25.84675023,0.558217305,0.398923991,0.03472471,0.156104179,27.94221461,29.01153936,13.48621453,27.94524583,68.12780848,51.03030704,0.96074695,-0.034874224
2002/12/26,26.11614867,0.479634236,0.383041413,0.024663212,0.143819626,25.91251606,30.48341072,15.99816058,32.23749312,69.51290993,49.67035418,0.854661518,-0.052492291
2002/12/27,26.19039124,0.565886394,0.495243035,0.028712221,0.18332541,27.00459153,30.34911658,15.13829842,28.39797455,67.14073101,49.64135681,1.318475742,0.044534799
2002/12/28,27.84211235,0.583168054,0.611157821,0.030337191,0.188577085,28.93389353,30.61469956,13.65270828,25.36906723,67.26205898,49.66339543,0.657574498,0.02014621
2002/12/29,26.38295256,0.655272678,0.489836748,0.027745449,0.169607358,25.59395559,30.98988257,15.01677416,29.54738219,65.78554704,47.11694628,1.161325438,-0.038590304
2002/12/30,27.85293275,0.699859969,0.45210196,0.030171629,0.176494992,24.39092664,30.62453025,14.10338716,29.06030021,66.62518106,55.03895531,1.09606544,0.050378209
2002/12/31,26.09646385,0.509482427,0.473165908,0.02888073,0.155645988,26.56414288,30.68863752,15.92058444,33.01752284,66.90506522,53.09901608,1.097282249,-0.02092977
2003/1/1,26.44058894,0.383215547,0.510248036,0.023458373,0.179163593,23.98675098,28.5695487,15.21134807,30.43420799,66.03062772,51.16058798,0.991760546,0.011481806
2003/1/2,21.95559754,0.584757247,0.520720538,0.030532844,0.185452928,26.28423126,29.8454136,14.41317795,28.9330249,68.54334439,52.62041545,1.175084829,0.01155258
2003/1/3,28.24961181,0.617357013,0.78070592,0.023776072,0.167108921,26.27748496,30.76148529,15.97246818,29.13774012,66.61979755,52.45921811,0.911156082,-0.001925039
2003/1/4,27.01902641,0.612787834,0.666067427,0.030461855,0.207266643,21.65922494,29.22496204,15.65575254,29.11593228,66.83108029,47.91115464,1.035689567,-0.008253076
2003/1/5,28.42600755,0.553126192,0.66298744,0.035870212,0.161660856,27.99374147,30.13261794,15.0316292,33.69627603,66.06442156,52.15627608,0.988406059,0.001944121
2003/1/6,20.01622061,0.599877106,0.677827407,0.028463064,0.181879995,26.48469446,30.44081305,14.12385321,30.78505059,66.2310531,53.80510226,0.943155767,-0.007553896
2003/1/7,30.78068367,0.743901262,0.454164227,0.024478089,0.192071646,29.37149214,30.3856202,14.48623597,26.85222001,68.32829856,48.73188306,0.995612006,0.008451255
2003/1/8,25.96932568,0.626490912,0.431095814,0.029152402,0.175370544,27.3271371,30.33226715,14.4727662,29.04788166,66.56923158,46.50267758,0.837040261,0.009651803
2003/1/9,28.66392893,0.548290304,0.443014156,0.025997469,0.173364345,28.42736504,30.49805,15.91462082,29.4648509,66.60758234,47.4707737,0.879212041,-0.014942578
2003/1/10,24.02506475,0.535155486,0.69494998,0.032381235,0.15098349,29.38871727,30.19678848,13.73254606,27.41796454,66.62874587,50.2467114,1.211629591,0.034229497
2003/1/11,27.59407804,0.569367016,0.500769717,0.029058419,0.201256181,26.59252775,29.01263719,15.20110572,26.14257441,65.73230291,47.32045145,1.404367069,-0.024405434
2003/1/12,23.99589027,0.756462939,0.428104054,0.037372208,0.173699657,26.86943527,30.43180125,15.01857695,30.63413007,64.0214049,50.0496254,1.054576403,0.012719718
2003/1/13,24.92372542,0.567974266,0.512760425,0.034925293,0.186461015,23.54232814,30.27171516,16.1744512,27.99002237,68.90852582,48.7922617,1.101025137,-0.009350759
2003/1/14,30.4041838,0.584907458,0.532614021,0.029035632,0.188903282,29.49343295,29.02213228,15.45278236,31.8676377,68.08166244,50.49558331,1.014893318,-0.025372143
2003/1/15,25.85898926,0.53700763,0.584935408,0.032923181,0.165428462,26.56295223,31.06057824,15.72468719,29.52495225,68.37803592,49.17009455,1.044963736,-0.007476422
2003/1/16,26.74032683,0.700771311,0.583133405,0.027960889,0.17320102,24.74354231,30.45116798,14.7713013,28.61387662,64.57139178,50.40394407,1.05810691,-0.019074947
2003/1/17,28.14971202,0.789923829,0.471773312,0.029872659,0.200843724,28.43606808,29.07213024,14.13697701,24.94575815,68.69921294,52.06709883,1.130924827,0.020843008
2003/1/18,27.3412142,0.633624207,0.627992467,0.02810321,0.156607053,22.25982482,29.47782127,14.95098445,31.81768284,69.55505029,48.00211096,1.205206815,-0.001944543
2003/1/19,26.59560809,0.595529619,0.491275673,0.03315073,0.215160011,25.96304224,29.66021487,15.94218688,30.06376924,68.04317629,51.23049618,0.846570604,0.042335965
2003/1/20,27.0589184,0.590766754,0.541109914,0.036133588,0.163325064,28.79271908,29.65970236,15.94014472,28.66311452,69.03190969,48.27771518,1.39639868,-0.027865369
2003/1/21,31.46102421,0.340031715,0.628107805,0.033294797,0.155482591,25.94517118,30.27769735,14.85649574,27.82826648,67.63821567,50.48268157,0.998043575,-0.065541718
2003/1/22,26.14634423,0.664127395,0.491004492,0.033846536,0.179152416,25.35240468,29.36318164,14.46981238,32.52917543,64.94181635,50.28444707,0.998092024,0.012857592
2003/1/23,26.70505343,0.600852079,0.498482972,0.033851444,0.216611246,25.99079653,30.87931906,14.29367887,27.49982313,67.16235003,51.42387967,0.916406736,0.053027285
2003/1/24,28.53969452,0.631317758,0.618293417,0.03218767,0.142284766,22.61914851,30.82000366,15.12074814,28.81333026,64.65694455,50.97858249,0.916973614,0.015702301
2003/1/25,28.6581913,0.513276336,0.468723655,0.024622176,0.174220705,28.38477951,30.51275009,15.36631775,30.58537525,65.35048211,53.72470524,1.068856832,-0.027593048
2003/1/26,28.83420252,0.547141952,0.517528426,0.037332863,0.185358555,26.61120992,30.09844821,16.56787323,32.24908176,66.84859287,50.42977718,1.071935481,-0.03002859
2003/1/27,27.65013151,0.544390487,0.614586077,0.037795773,0.17737227,26.29507093,30.74194075,15.35443343,29.10098346,66.62844481,48.86314176,1.061281247,0.062199192
2003/1/28,23.8024193,0.692759647,0.769207095,0.028674041,0.18365628,26.30280522,29.86777397,15.79530382,28.1218618,67.08929121,52.91941695,0.910196891,-0.01056088
2003/1/29,29.7982198,0.547731954,0.61971094,0.028061753,0.163809344,26.90096271,29.54463132,14.54197529,29.30791347,63.39151945,51.35981278,0.57748293,-0.029786144
2003/1/30,23.79520543,0.80264374,0.606010392,0.032461353,0.165944082,28.25353093,30.92396622,15.28105343,31.21746547,66.07708834,52.80069421,0.711621692,0.036927115
2003/1/31,26.92432447,0.631578775,0.612012353,0.032185687,0.174087059,26.76103573,30.29534254,15.36948856,31.64220865,67.23017849,50.18517067,0.97953221,-0.003538196
2003/2/1,24.64189175,0.454844034,0.446489737,0.028816949,0.156378074,23.99061913,29.57375919,15.11723876,26.91265022,67.55709208,47.08876267,1.027312597,-0.060413676
2003/2/2,26.13226506,0.573644792,0.569165632,0.024126596,0.175958815,28.08868764,29.7656208,15.22395313,29.72652905,67.66432671,56.3426116,0.915401575,0.063925432
2003/2/3,26.98074642,0.519468058,0.554164993,0.031088766,0.169750819,27.9259066,29.53603001,15.3570293,26.80103493,66.74197664,48.92789614,0.874936065,0.01859462
2003/2/4,26.96475467,0.359700826,0.590422373,0.032188478,0.168283891,27.30597144,31.52341127,15.67598865,31.17921911,65.70818059,47.47369008,1.021508313,-0.044813829
2003/2/5,27.18192475,0.752603251,0.569259674,0.032968882,0.182548139,29.14586196,30.06952773,16.29453033,30.3071008,67.15224792,52.3652789,0.961622477,0.043139825
2003/2/6,29.75563328,0.659776892,0.596419516,0.031283847,0.143914202,26.93544318,30.18023834,13.20698208,27.7699263,65.83855408,48.03573412,0.906989199,-0.03078223
2003/2/7,27.25019518,0.642177909,0.525095122,0.028507405,0.172631543,29.2223055,30.58616319,16.24474673,32.40653316,67.80744449,49.47553102,0.738286196,-0.032603192
2003/2/8,25.74350999,0.604087099,0.56328482,0.034169042,0.218578077,29.84814767,29.19099213,13.70565811,30.14211194,67.03064366,50.82215381,0.852566163,-0.026060441
2003/2/9,28.35274991,0.443831683,0.430531967,0.03001538,0.157167986,28.10306628,30.85656104,15.52112518,29.93472778,66.22878562,50.12434599,1.11569345,0.059587752
2003/2/10,28.83947217,0.536872629,0.524224154,0.027640078,0.199959924,25.28891465,29.62866428,17.36112892,29.17124686,65.06907681,49.55104513,0.834985379,0.062791604
2003/2/11,23.61971671,0.674134668,0.700762641,0.028912238,0.177751293,26.59449806,31.3849744,15.20532581,29.49429932,68.16558415,54.63849176,1.075860158,-0.01566002
2003/2/12,27.56087776,0.478090033,0.590135885,0.021907156,0.165885694,29.49199078,29.84132625,15.40539272,28.78909277,67.24665894,50.20732229,1.182908992,0.052512399
2003/2/13,27.78497806,0.324760069,0.555077792,0.02890513,0.152936229,23.70292795,30.81412247,14.96466291,28.10979215,69.77821036,48.15483717,0.860397265,-0.068268388
2003/2/14,25.62817621,0.563437663,0.752905597,0.032801579,0.179285449,26.04199429,28.26780591,15.84339367,31.8305479,67.1928276,53.04243389,0.911704954,0.028566864
2003/2/15,29.24165528,0.572276596,0.41680648,0.031241289,0.202989352,26.14563073,29.21997354,15.56916952,28.57899106,67.33006581,48.61559713,1.123803767,0.0421833
2003/2/16,25.94672412,0.600996757,0.442747372,0.036525954,0.169742413,25.04081387,29.85505158,14.63584296,28.51541779,63.92740341,50.21356706,1.160162884,0.046487077
2003/2/17,26.54196005,0.662404914,0.733978561,0.028543834,0.17530429,28.71776209,28.60353735,15.14077066,29.2653212,66.83908915,48.14129102,0.88206144,0.003241973
2003/2/18,25.89701984,0.652989718,0.561979622,0.031901514,0.194995647,27.66833331,30.4994705,14.23816288,32.19950762,65.81098246,51.04840734,0.737423882,0.018040159
2003/2/19,26.30441725,0.613756367,0.532203565,0.033268357,0.182915582,25.36692469,30.29203963,15.136646,31.645553,67.68508406,50.60128459,1.163427992,-0.020777661
2003/2/20,23.9033338,0.710770104,0.433485821,0.040205421,0.148395891,28.15214621,29.35275276,14.86657767,28.76385289,66.87876976,50.42210146,1.064041176,0.001676498
2003/2/21,23.16093932,0.429648517,0.603436368,0.030368549,0.178549373,26.53604539,30.05507801,15.36630857,31.82611934,67.94553397,50.88843253,1.036902694,-0.004051939
2003/2/22,29.71415688,0.639213369,0.613421808,0.025047762,0.204050986,24.98795999,30.64758578,14.60539897,29.71365036,69.82678691,52.62787598,1.113175479,-0.005791459
2003/2/23,24.44173454,0.651843541,0.44429128,0.033515336,0.176098565,25.36298973,28.55147436,15.05080627,27.91676769,65.02092371,52.32908642,0.802033754,0.035240226
2003/2/24,24.12983132,0.458584764,0.542761098,0.038070176,0.127299289,27.79364775,29.14911493,15.25145302,28.61036323,67.88229665,47.79021426,1.035505884,0.007418182
2003/2/25,21.62046116,0.431315793,0.522613442,0.02827723,0.183769833,28.85766282,29.82516731,15.31405942,32.10270793,67.4508721,48.74032638,0.935312335,0.052135873
2003/2/26,24.89091612,0.509705495,0.583652072,0.033484694,0.173184279,25.841413,30.08366631,15.49013063,33.44268859,69.57542181,52.90547287,1.066840257,0.008417265
2003/2/27,23.41352042,0.518446274,0.441736617,0.035219485,0.143762007,28.02294858,30.02434964,15.08700109,30.1134147,67.48660326,48.45854677,1.095912314,0.067205105
2003/2/28,29.81675641,0.664983715,0.686430405,0.034272255,0.146466468,30.21739566,30.70725006,14.5363788,28.43963861,67.31611779,51.77896008,1.122204638,0.038040058
2003/3/1,28.45150509,0.523314005,0.651744401,0.030282594,0.194359369,24.20802175,30.41037256,15.31734555,29.27358594,67.72611066,52.68435107,1.066218945,-0.001710052
2003/3/2,24.78469182,0.49827149,0.51975912,0.026594895,0.163550427,27.6236004,30.56845199,15.08278493,28.06969103,67.84058218,46.22167249,1.014693629,0.006197491
2003/3/3,31.1349787,0.52361486,0.534903571,0.029356955,0.160390779,28.62843831,29.06526641,16.16465874,28.34479225,68.71470784,49.43923272,1.019652359,-0.024494668
2003/3/4,28.39092679,0.702806216,0.54315875,0.031773019,0.176122069,26.66988622,30.17091059,16.27801098,28.15919358,64.98646361,52.62066773,1.031886772,0.005762163
2003/3/5,25.56929038,0.588308227,0.476919813,0.033785162,0.16514149,29.49077897,29.8453003,14.01015296,29.3596466,65.68667665,50.11482694,0.885096101,-0.028806414
2003/3/6,20.87322975,0.568393663,0.511477389,0.031215163,0.178570328,31.52284152,31.11989607,15.79834992,29.7373701,69.1753231,49.44486819,0.922688655,0.041160737
2003/3/7,31.21813526,0.57556493,0.529346394,0.028020536,0.173107349,27.59754889,30.192215,15.97866734,29.22969297,63.11830445,52.66255463,1.037155511,-0.009478734
2003/3/8,23.26994903,0.72076692,0.723675341,0.032206124,0.155113096,26.377015,29.58456832,14.03374928,29.09153545,66.1910611,53.37312123,1.073908841,0.011674458
2003/3/9,22.71748425,0.509371028,0.654922216,0.033569738,0.167541358,28.93799499,30.6807429,15.76447642,30.94557783,66.57522294,48.73054149,0.8811434,-0.068095635
2003/3/10,28.47904633,0.723195259,0.653687642,0.031419522,0.18475389,28.652583,30.47239193,16.04897389,29.07664368,66.0399101,55.10069138,0.818100585,-0.007165183
2003/3/11,31.5394947,0.608757023,0.59541089,0.025978602,0.177521454,21.54256119,29.4746683,14.38989434,29.19786489,68.9222564,45.85013276,0.729430023,-0.01032737
2003/3/12,29.26015384,0.570343923,0.441935084,0.02890887,0.175286588,26.86538964,29.81551253,15.03111062,29.17606452,67.11038153,46.57193233,0.790743567,0.028774587
2003/3/13,27.48855302,0.845957902,0.552955081,0.033962372,0.211722131,26.03639708,29.827791,15.41105674,32.42379706,65.69491556,49.31409589,0.89764848,0.016721551
2003/3/14,27.55516423,0.477632341,0.657385477,0.023531431,0.189955521,27.71041215,30.95087534,15.75637272,28.58187644,65.28975589,49.62628176,0.911414446,0.03172056
2003/3/15,28.11375114,0.550328698,0.427391142,0.020353331,0.192146058,26.46149044,30.21299671,14.35502208,30.63551373,66.79209758,49.74549024,0.935672213,0.014306313
2003/3/16,27.90970361,0.459323276,0.622925304,0.03646965,0.173770474,26.69098575,30.59017126,16.283643,28.09625396,68.24179466,49.10538451,0.799084846,0.038141288
2003/3/17,26.8780154,0.685597132,0.796916463,0.032009375,0.18073728,25.04504032,29.71120716,13.4193107,30.17030806,66.55693732,48.60759187,0.709102469,0.013594835
2003/3/18,26.49579932,0.761894706,0.666810014,0.032435927,0.168986595,28.42508166,30.30777539,16.43353072,30.54097575,66.10958309,49.92379455,0.996309823,-0.04071654
2003/3/19,26.13560201,0.759899448,0.703156291,0.024901738,0.19079476,30.3724374,31.00555587,15.73822264,31.55697534,65.18994074,48.96123151,0.996369813,-0.001816311
2003/3/20,24.64256393,0.713713088,0.579768009,0.033021273,0.174773119,25.07791708,29.80644443,14.68463342,28.78383236,66.94329879,52.27395186,1.069592191,-0.000258182
2003/3/21,25.66464729,0.566491271,0.65712166,0.030952486,0.180777563,23.91569094,30.14953611,16.02061326,27.40588953,66.85234792,50.57740947,1.098282075,-0.097859408
2003/3/22,22.61478113,0.549132006,0.483158452,0.022630532,0.179663086,26.91349378,29.08440787,14.30166151,28.0290131,65.1424965,49.92157945,1.035677552,-0.029835488
2003/3/23,26.05840634,0.413886245,0.639365231,0.036094632,0.176437317,26.81055536,29.5150438,15.34688712,31.33090238,68.01299575,50.30980999,0.994547905,0.062680263
2003/3/24,24.13588069,0.797798366,0.624765765,0.030430834,0.229780046,29.34829838,29.82563228,15.45796771,33.44062335,69.12737394,53.39983507,1.107312253,-0.007389652
2003/3/25,23.8875385,0.635526143,0.587153866,0.027948146,0.164737024,24.27080083,29.30231424,15.45583717,31.08524605,66.41033235,49.23848637,1.188486182,-0.002271055
2003/3/26,26.6592608,0.536008939,0.693041021,0.028029121,0.164572969,25.73312644,31.01896507,14.48871366,27.12607479,66.82540308,47.18073176,0.877339352,-0.064981331
2003/3/27,29.27684586,0.724494828,0.501637265,0.020702199,0.189288983,22.32768609,29.46284939,14.79762472,31.02141769,64.51823998,47.95182277,1.091649954,-0.039839404
2003/3/28,28.25390696,0.486215112,0.537933476,0.032375989,0.166026231,29.77997027,30.63340869,15.3575025,27.72723853,67.53875354,49.89069065,0.885115232,0.015567341
2003/3/29,22.87922911,0.629068371,0.567087848,0.030892556,0.171507145,27.40120675,30.20117759,14.59027,28.85016288,67.09109292,51.75188553,1.010006013,-0.013143345
2003/3/30,24.1336412,0.569079445,0.450986868,0.028852151,0.15716255,25.89077914,30.08880177,15.48758581,29.86304209,65.79528041,52.7893896,1.135977159,-0.032629446
2003/3/31,28.30239833,0.653100668,0.580654776,0.035442158,0.185634492,24.07389638,31.13725251,14.69150629,30.18055069,65.11089318,54.79204199,0.937030271,0.040162827
2003/4/1,24.14906185,0.580373558,0.379853117,0.023527667,0.185863631,24.26809064,28.43796999,16.14250389,29.63305779,69.35943432,52.42301776,0.836548854,-0.020294488
2003/4/2,25.78567156,0.436695131,0.66527633,0.027050027,0.17107797,27.74756308,29.92522313,16.64832219,28.37434778,66.95761558,48.19775984,0.909548698,-0.038438789
2003/4/3,27.45862835,0.594784325,0.562049426,0.025916749,0.189662841,24.52840645,29.28823629,14.97616529,31.51108569,64.82529389,49.96830158,0.836404984,0.002139703
2003/4/4,24.17960397,0.69558082,0.503483609,0.028473036,0.143238196,27.0912014,28.65350827,16.07082151,28.51323034,67.73281874,44.86175736,0.818458899,-0.023737575
2003/4/5,26.49833548,0.583931682,0.471134226,0.030022637,0.164011063,31.19304984,29.20585407,15.05271844,31.87847915,66.70655777,49.68616375,1.156273673,-0.023776113
2003/4/6,23.38990443,0.66723058,0.533029532,0.031645087,0.173698106,26.13585117,30.07899354,14.40177419,26.94244751,66.42655604,48.92148093,1.056415305,-0.000932775
2003/4/7,24.97210176,0.478679362,0.628261114,0.028167925,0.155613135,24.83723008,29.54401299,14.86087342,29.91648196,67.934522,44.47269069,0.870988626,-0.018552809
2003/4/8,26.9613528,0.584237774,0.613760193,0.025794364,0.145212361,27.67931733,30.71252275,15.32048866,27.19403481,62.04586789,55.98737862,0.831762618,-0.049510206
2003/4/9,22.8306545,0.52228131,0.484429316,0.037265894,0.171209616,24.27800036,29.91251405,13.63720446,27.93441017,63.36700506,49.51309185,0.841980187,0.01781293
2003/4/10,27.22199265,0.664316913,0.469930356,0.040513239,0.1892876,30.50982359,29.83262372,15.80599287,28.54071425,68.59148276,45.00879866,0.870962995,0.027110767
2003/4/11,26.22836537,0.590218775,0.625024841,0.030361931,0.199898719,29.84055012,29.83583497,15.32089417,32.38096423,66.11859847,49.78358326,1.148288117,-0.006664945
2003/4/12,27.46389298,0.658423442,0.482694678,0.026333962,0.16689017,26.52386981,29.99561673,16.14299285,31.97953018,65.63021636,54.79759514,0.961258313,0.019676343
2003/4/13,26.75432332,0.699603853,0.563419061,0.03632363,0.189994825,24.9729428,29.76509045,15.79024421,31.16039493,64.13648334,55.46528116,1.293284547,-0.01024399
2003/4/14,29.21667732,0.658583436,0.57000748,0.023246186,0.1882505,25.97045573,29.45330608,15.35139283,29.57233428,66.64784379,50.64970851,0.971678197,-0.056862243
2003/4/15,26.5412,0.615242352,0.589439716,0.028222522,0.198752958,26.24569277,30.77921392,14.92369366,29.86460543,66.85019219,50.74870983,0.892303448,0.028033443
2003/4/16,25.34345924,0.483579671,0.64580523,0.026605441,0.170446469,27.68261737,29.61695807,16.61252362,31.90107633,68.692481,53.69009317,1.114979066,-0.002084721
2003/4/17,26.53487906,0.58666888,0.426906304,0.024531556,0.144314026,29.07053076,29.79027087,17.19414572,30.83381133,66.94068568,50.10561102,0.730193799,0.005483573
2003/4/18,27.44404273,0.531749035,0.360016213,0.028467535,0.178031502,24.67842247,30.37593155,14.9386929,29.54348483,65.83347959,51.69661328,1.005475811,-0.002300749
2003/4/19,26.37628864,0.55132516,0.498679468,0.025853364,0.158472812,29.00976743,30.29620596,16.18052303,32.31688406,66.99517518,52.68463108,0.798024984,-0.00457709
2003/4/20,26.35843282,0.548169578,0.743143958,0.029777327,0.16371061,28.17789768,29.42291518,14.60824342,31.04762213,68.14920876,47.6950636,0.654361621,0.005212877
2003/4/21,24.75480102,0.485473493,0.765913308,0.029842319,0.171330089,25.79694229,30.61048701,14.71527419,29.96725969,67.79131533,54.5006401,0.960138911,0.005792834
2003/4/22,24.83921875,0.384249776,0.746203534,0.02694012,0.170649699,24.57222536,30.45392913,14.89635697,28.64275386,67.3489516,48.20625013,1.10120557,0.039138811
2003/4/23,23.24180428,0.517762592,0.537322169,0.028062579,0.179319322,27.11706838,30.19479357,15.85905346,28.47229803,66.78022011,48.84676284,1.009249384,0.014170198
2003/4/24,30.04903898,0.606984353,0.373332827,0.028687603,0.189452448,24.62960524,29.75584133,14.2772875,28.87465004,65.3767941,50.75768221,0.991447558,0.036507253
2003/4/25,23.58461262,0.447336306,0.315448736,0.033344909,0.170129906,29.03678523,29.77355395,16.63688706,30.37245206,64.63652038,52.94514078,0.592650042,0.046505248
2003/4/26,24.77442357,0.588581515,0.493871561,0.029056447,0.183904843,24.49358994,29.92119433,16.08665494,31.08775648,64.37710943,52.2621709,0.95461193,-0.047830163
2003/4/27,24.71935107,0.783754708,0.536796677,0.033411391,0.177032441,28.02985542,29.17912595,15.83822735,26.78210118,66.97597364,50.36898843,0.956059731,0.039536433
2003/4/28,28.20339072,0.692908112,0.691453686,0.032342319,0.19364462,26.7006319,30.03828491,14.97944597,25.83355326,67.14701597,51.237871,1.069581237,0.020672594
2003/4/29,25.63382084,0.757167327,0.646789189,0.032278403,0.17336227,25.68516842,30.70927249,15.98922395,27.7127004,68.12431157,53.29337254,0.820840753,0.015690599
2003/4/30,28.96531146,0.627463751,0.580703601,0.035931567,0.175341003,26.65363552,30.69793951,12.62104139,28.73962824,67.25105725,50.51952806,1.100447152,0.030851127
2003/5/1,24.81634995,0.70786811,0.465409925,0.024711211,0.170009649,29.15589343,29.79219791,15.63990941,31.76788495,68.05309483,48.38242104,0.902118493,-0.007094677
2003/5/2,26.87327034,0.511981537,0.458089868,0.027603113,0.173837593,24.34894262,30.83317299,15.3875065,28.97994099,66.11593477,48.92715694,0.933233823,0.01914456
2003/5/3,24.46681597,0.520227677,0.583461218,0.037611789,0.162628311,25.99925486,31.43964661,13.54797786,29.9905878,67.59393395,52.8661613,1.055758962,-0.03108299
2003/5/4,30.9032898,0.30328414,0.629168322,0.028569156,0.160840044,25.28085467,29.83876958,15.60876269,30.29864199,64.6878891,48.3845531,0.801394343,-0.04180022
2003/5/5,23.70611824,0.709798071,0.597676585,0.017122488,0.190762564,26.78948175,30.56476329,15.77474129,27.57658373,66.23130467,46.41374176,1.099640032,0.016999815
2003/5/6,26.93984123,0.746477821,0.450472239,0.028812374,0.157220456,25.42272652,28.43637808,13.57717787,32.26630796,63.3269212,49.70531342,0.776923677,-0.001185694
2003/5/7,27.63943461,0.529668783,0.62438183,0.030324576,0.171007131,23.13078075,29.16016798,14.1767341,28.25406958,66.3817799,50.30140002,1.074604308,0.000827689
2003/5/8,27.16438578,0.560657445,0.601188252,0.018008623,0.195085357,24.63902125,30.13222145,17.09932267,32.45496242,68.33826167,52.7390929,0.942687704,-0.023213851
2003/5/9,25.87063937,0.508885278,0.446750186,0.035690309,0.170401184,30.33586612,29.34129402,15.07604675,29.27120935,66.44511458,46.70044534,0.954788751,0.012749239
2003/5/10,25.99042199,0.626586125,0.476299367,0.026526699,0.191718415,27.39313308,31.53567817,16.12059323,28.87214237,67.51356046,51.40015574,0.523576277,-0.011981446
2003/5/11,26.36538604,0.703458684,0.628285495,0.031191078,0.166100629,27.32043108,30.49730577,16.25649081,27.41188209,66.77793006,53.49646709,0.890064928,-0.000492777
2003/5/12,25.95331843,0.406470914,0.53303691,0.028709386,0.157798533,26.27330701,30.76238954,15.59769123,29.8820283,65.39466903,48.36864207,0.946427408,-0.013806923
2003/5/13,28.35230062,0.629360055,0.721227465,0.023955081,0.147989011,26.76196257,30.04566359,16.15800275,33.76661647,66.02394619,50.71033057,1.206935956,-0.023347355
2003/5/14,31.0444667,0.558304489,0.608950343,0.024929971,0.20045113,25.96190473,29.34383357,13.3442133,30.29049131,68.26430836,44.89579876,0.972243915,-0.00534661
2003/5/15,25.06685303,0.598700869,0.507019218,0.025536025,0.156252076,27.98590004,29.69280841,15.03633543,30.02016654,67.50511452,52.77208378,0.880850823,0.03678089
